@RELATION wifitrainingset

@ATTRIBUTE "n" REAL
@ATTRIBUTE "109.0" REAL
@ATTRIBUTE "ait-l15" REAL
@ATTRIBUTE "aut-sams-1" REAL
@ATTRIBUTE "bolyai_e4_floor3" REAL
@ATTRIBUTE "bosch_telemetry" REAL
@ATTRIBUTE "dd" REAL
@ATTRIBUTE "doa2" REAL
@ATTRIBUTE "doa200" REAL
@ATTRIBUTE "doa203" REAL
@ATTRIBUTE "doa207" REAL
@ATTRIBUTE "doa208" REAL
@ATTRIBUTE "doa6" REAL
@ATTRIBUTE "eet_3" REAL
@ATTRIBUTE "frm" REAL
@ATTRIBUTE "geiakfsz" REAL
@ATTRIBUTE "iitap1" REAL
@ATTRIBUTE "iitap1-guest" REAL
@ATTRIBUTE "iitap2" REAL
@ATTRIBUTE "iitap2-guest" REAL
@ATTRIBUTE "iitap3" REAL
@ATTRIBUTE "iitap3-guest" REAL
@ATTRIBUTE "info" REAL
@ATTRIBUTE "info2" REAL
@ATTRIBUTE "kema10" REAL
@ATTRIBUTE "kema4" REAL
@ATTRIBUTE "krz" REAL
@ATTRIBUTE "library114" REAL
@ATTRIBUTE "tp-link_b2765a" REAL
@ATTRIBUTE "upcwi-free" REAL
@ATTRIBUTE "upc8902044" REAL
@ATTRIBUTE "wireless" REAL
@ATTRIBUTE "zoneid" {"07a25de0-a013-486d-9463-404a348e05ee","14fc835a-ee28-4b78-9c59-9ee0f759ce56","1501dc2f-55e3-44bd-8f15-8c26a8c7410d","43f5e995-b6f9-4e6f-b40a-9f6bca793ecd","544bbbff-2c9c-4d7f-aad5-1742e2f26935","59376e57-9d03-4b9d-af9b-36d6f617a935","5e27bae6-076f-4e5d-acb0-11a2cc2b9e0d","5eed44d0-c401-46a0-935c-b3161177a00f","79d7a2dc-831e-4d07-98d7-327dbbad3884","7b8681b3-9d64-4b7e-918d-074bd146d9e6","8933b3c7-54ac-4fc3-a2e5-8c7fdc7bfae3","8e4181f2-8e1c-467d-8cc2-4580bf5cb76c","93f32509-0f74-4f2c-a45a-90858ca646d8","a377b162-49fb-4140-bfe1-2565a2260764","aa7b48e2-ab67-4888-b5c9-1edc21c13d63","b33055ec-4fda-4cf1-ae44-b3fd54f94467","bef00f27-9e13-4416-a380-c04010c377cb","e2d1a25f-5496-49c6-85b7-ccb3601a9971","e48c8f34-716c-477f-a448-9c209d635fbf","f44d88f6-8067-4934-ac94-c38bfdc8bb7f","fff52967-5b13-4935-afa0-44c375cb84db"}

@DATA
-85.00,-92.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-87.00,-87.00,"-100.0","-100.0","-100.0",-78.00,"-100.0",-90.00,"-100.0","-100.0","-100.0",-77.00,-77.00,-58.00,-56.00,"-100.0","-100.0","-100.0","-100.0",-92.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-77.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,"-100.0",-70.00,-78.00,-86.00,-66.00,"-100.0","-100.0",-87.00,-77.00,-76.00,-71.00,-72.00,-57.00,-57.00,"-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-71.00,-87.00,-87.00,-73.00,"-100.0","-100.0","-100.0",-87.00,"-100.0",-78.00,-78.00,-48.00,-48.00,"-100.0","-100.0","-100.0","-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-92.00,-70.00,-85.00,"-100.0",-70.00,"-100.0","-100.0","-100.0",-89.00,-82.00,-81.00,-80.00,-53.00,-53.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-82.00,-75.00,"-100.0","-100.0","-100.0",-85.00,"-100.0",-86.00,-78.00,-73.00,"-100.0",-83.00,-71.00,"-100.0",-83.00,"-100.0","-100.0","-100.0",-62.00,-61.00,-56.00,-55.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-77.00,"-100.0",-89.00,"-100.0","-100.0",-86.00,"-100.0",-82.00,-81.00,"-100.0","-100.0",-89.00,-85.00,"-100.0",-77.00,"-100.0","-100.0","-100.0",-65.00,-65.00,-72.00,-70.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-88.00,"-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0",-85.00,-76.00,"-100.0","-100.0",-68.00,"-100.0","-100.0","-100.0",-89.00,"-100.0",-74.00,-74.00,-44.00,-44.00,"-100.0",-89.00,"-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-73.00,"-100.0",-90.00,-72.00,"-100.0","-100.0","-100.0","-100.0",-86.00,-78.00,-78.00,-58.00,-57.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-79.00,-89.00,"-100.0",-78.00,"-100.0","-100.0","-100.0","-100.0",-85.00,-77.00,-76.00,-61.00,-61.00,"-100.0","-100.0","-100.0","-100.0",-93.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-89.00,"-100.0","-100.0","-100.0",-83.00,"-100.0",-82.00,-92.00,-73.00,"-100.0","-100.0",-83.00,"-100.0",-83.00,"-100.0","-100.0","-100.0",-75.00,-75.00,-59.00,-59.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-74.00,-86.00,"-100.0","-100.0","-100.0",-66.00,"-100.0",-78.00,-75.00,"-100.0","-100.0",-80.00,"-100.0","-100.0",-74.00,"-100.0","-100.0","-100.0",-59.00,-58.00,-64.00,-66.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-78.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-80.00,"-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,-84.00,-63.00,-63.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-80.00,-92.00,"-100.0","-100.0","-100.0",-86.00,-93.00,-87.00,-86.00,-73.00,"-100.0",-87.00,-89.00,"-100.0",-79.00,-88.00,"-100.0","-100.0",-71.00,-71.00,-62.00,-62.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-93.00,"-100.0","-100.0","-100.0",-81.00,-93.00,-82.00,-75.00,-76.00,"-100.0",-88.00,"-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0",-65.00,-66.00,-67.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-80.00,-90.00,"-100.0","-100.0","-100.0",-87.00,"-100.0",-83.00,-89.00,"-100.0","-100.0","-100.0",-71.00,"-100.0",-77.00,"-100.0","-100.0","-100.0",-69.00,-70.00,-52.00,-52.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-86.00,-92.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,-87.00,"-100.0","-100.0",-82.00,-81.00,"-100.0",-83.00,"-100.0","-100.0","-100.0",-67.00,-67.00,-64.00,-65.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-80.00,-77.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-82.00,-81.00,-68.00,"-100.0",-87.00,-71.00,"-100.0",-80.00,"-100.0","-100.0","-100.0",-79.00,-79.00,-47.00,-47.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-91.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-73.00,-86.00,-85.00,-69.00,"-100.0",-86.00,-83.00,-80.00,-82.00,-74.00,-73.00,-52.00,-51.00,"-100.0","-100.0","-100.0","-100.0",-78.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-90.00,"-100.0",-65.00,-89.00,-82.00,-68.00,"-100.0","-100.0",-86.00,-77.00,-77.00,-78.00,-74.00,-46.00,-45.00,"-100.0","-100.0","-100.0","-100.0",-81.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-89.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-66.00,-89.00,"-100.0",-55.00,"-100.0",-80.00,-90.00,-85.00,-84.00,-85.00,-73.00,-40.00,-39.00,"-100.0","-100.0","-100.0","-100.0",-88.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-93.00,"-100.0","-100.0","-100.0",-83.00,-92.00,-83.00,-85.00,-81.00,"-100.0",-89.00,-86.00,"-100.0",-88.00,"-100.0","-100.0","-100.0",-69.00,-70.00,-67.00,-66.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-89.00,-78.00,"-100.0","-100.0",-77.00,"-100.0","-100.0","-100.0",-87.00,"-100.0",-79.00,-78.00,-61.00,-60.00,"-100.0","-100.0","-100.0","-100.0",-89.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-93.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-85.00,-76.00,-92.00,"-100.0",-70.00,"-100.0","-100.0","-100.0",-77.00,-77.00,-78.00,-78.00,-60.00,-60.00,"-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-59.00,-92.00,"-100.0",-56.00,"-100.0",-87.00,"-100.0",-81.00,-81.00,-73.00,-74.00,-40.00,-40.00,"-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0",-77.00,"-100.0","-100.0",-77.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-76.00,-76.00,-71.00,-70.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-80.00,"-100.0",-92.00,"-100.0","-100.0","-100.0","-100.0",-80.00,-77.00,-83.00,"-100.0",-86.00,-88.00,"-100.0",-78.00,"-100.0","-100.0","-100.0",-65.00,-64.00,-72.00,-71.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-88.00,-93.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,-72.00,"-100.0","-100.0",-79.00,"-100.0",-92.00,"-100.0","-100.0","-100.0",-76.00,-76.00,-55.00,-56.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-93.00,"-100.0",-90.00,"-100.0",-76.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-81.00,-82.00,-56.00,-55.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-81.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-85.00,-82.00,-70.00,"-100.0",-92.00,-77.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-65.00,-65.00,-52.00,-52.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-84.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-90.00,-87.00,-67.00,-92.00,-85.00,-64.00,"-100.0",-82.00,-84.00,-80.00,-81.00,-75.00,-74.00,-42.00,-42.00,"-100.0","-100.0","-100.0","-100.0",-81.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-86.00,-83.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-84.00,-80.00,-67.00,"-100.0",-85.00,-75.00,"-100.0",-82.00,"-100.0","-100.0","-100.0",-63.00,-62.00,-51.00,-51.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-81.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-81.00,-73.00,"-100.0",-86.00,-71.00,"-100.0","-100.0",-85.00,"-100.0",-81.00,-70.00,-64.00,-57.00,-57.00,"-100.0","-100.0","-100.0","-100.0",-88.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,-79.00,"-100.0","-100.0",-80.00,"-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0",-64.00,-65.00,-68.00,-67.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-69.00,-94.00,"-100.0","-100.0","-100.0",-82.00,"-100.0",-80.00,"-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0",-69.00,"-100.0","-100.0","-100.0",-59.00,-60.00,-63.00,-63.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-79.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,"-100.0",-81.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-76.00,-74.00,-64.00,-64.00,"-100.0","-100.0","-100.0","-100.0",-93.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-59.00,-82.00,-80.00,-61.00,"-100.0","-100.0",-85.00,"-100.0",-72.00,-74.00,-75.00,-44.00,-45.00,"-100.0","-100.0","-100.0","-100.0",-76.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-73.00,-93.00,"-100.0","-100.0","-100.0",-78.00,"-100.0",-77.00,-65.00,"-100.0","-100.0",-79.00,-84.00,"-100.0",-72.00,-89.00,"-100.0","-100.0",-61.00,-61.00,-70.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-84.00,-81.00,"-100.0","-100.0","-100.0",-84.00,"-100.0",-82.00,-76.00,"-100.0","-100.0","-100.0",-76.00,"-100.0",-87.00,"-100.0","-100.0","-100.0",-63.00,-63.00,-64.00,-64.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-86.00,"-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0",-88.00,-74.00,-85.00,-91.00,-61.00,"-100.0","-100.0","-100.0",-85.00,-86.00,-74.00,-75.00,-42.00,-42.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-86.00,-90.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-90.00,-80.00,"-100.0","-100.0",-72.00,"-100.0",-89.00,"-100.0","-100.0","-100.0",-76.00,-76.00,-58.00,-58.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-79.00,-88.00,"-100.0","-100.0","-100.0",-73.00,"-100.0",-78.00,-76.00,"-100.0","-100.0",-83.00,-85.00,"-100.0",-75.00,"-100.0","-100.0","-100.0",-60.00,-59.00,-65.00,-64.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-77.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,"-100.0",-82.00,"-100.0",-89.00,-83.00,"-100.0",-82.00,"-100.0","-100.0","-100.0",-70.00,-69.00,-61.00,-61.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-86.00,-92.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,-78.00,-88.00,"-100.0",-63.00,"-100.0",-85.00,"-100.0","-100.0","-100.0",-74.00,-74.00,-48.00,-48.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-85.00,-88.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,-82.00,"-100.0","-100.0","-100.0",-75.00,"-100.0",-82.00,"-100.0","-100.0","-100.0",-70.00,-74.00,-58.00,-58.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-85.00,"-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0",-84.00,-70.00,"-100.0",-88.00,-84.00,"-100.0",-84.00,"-100.0","-100.0","-100.0",-62.00,-62.00,-66.00,-67.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,-84.00,-66.00,"-100.0",-88.00,-73.00,"-100.0","-100.0","-100.0",-85.00,-85.00,-73.00,-71.00,-50.00,-51.00,"-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-77.00,-88.00,"-100.0",-78.00,"-100.0","-100.0","-100.0",-90.00,-82.00,-76.00,-76.00,-62.00,-63.00,"-100.0","-100.0","-100.0","-100.0",-92.00,"-100.0","-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-81.00,-91.00,"-100.0","-100.0","-100.0",-77.00,"-100.0",-81.00,-81.00,"-100.0","-100.0","-100.0",-87.00,"-100.0",-81.00,"-100.0","-100.0","-100.0",-64.00,-65.00,-71.00,-71.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","544bbbff-2c9c-4d7f-aad5-1742e2f26935"
-72.00,-92.00,"-100.0","-100.0","-100.0",-79.00,"-100.0",-80.00,-72.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0",-57.00,-56.00,-67.00,-66.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-87.00,-85.00,"-100.0","-100.0","-100.0",-91.00,"-100.0",-83.00,-84.00,-86.00,"-100.0","-100.0",-83.00,"-100.0",-83.00,"-100.0","-100.0","-100.0",-77.00,-78.00,-69.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-92.00,"-100.0","-100.0","-100.0",-83.00,"-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0",-85.00,"-100.0",-88.00,"-100.0","-100.0","-100.0",-65.00,-65.00,-70.00,-71.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-86.00,"-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0",-81.00,-81.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0",-75.00,-75.00,-78.00,-77.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-90.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-88.00,-84.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-83.00,"-100.0","-100.0","-100.0",-80.00,-78.00,-79.00,-78.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-84.00,"-100.0","-100.0","-100.0","-100.0",-83.00,"-100.0",-87.00,-80.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0",-73.00,-77.00,-77.00,-78.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-80.00,-92.00,"-100.0","-100.0","-100.0",-79.00,"-100.0",-84.00,-78.00,"-100.0","-100.0","-100.0",-85.00,"-100.0",-84.00,"-100.0","-100.0","-100.0",-68.00,-68.00,-70.00,-73.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-91.00,-88.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0",-70.00,-69.00,-67.00,-67.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,-77.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0",-69.00,-69.00,-78.00,-79.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-89.00,"-100.0","-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0",-58.00,-59.00,-68.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-80.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-87.00,"-100.0","-100.0","-100.0",-71.00,-70.00,-72.00,-73.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-85.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-87.00,"-100.0","-100.0","-100.0",-85.00,"-100.0",-85.00,-82.00,"-100.0","-100.0","-100.0",-85.00,"-100.0",-84.00,"-100.0","-100.0","-100.0",-64.00,-63.00,-75.00,-76.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-81.00,-91.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-80.00,-79.00,"-100.0","-100.0","-100.0",-81.00,"-100.0",-82.00,"-100.0","-100.0","-100.0",-66.00,-66.00,-74.00,-75.00,"-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-85.00,"-100.0","-100.0","-100.0",-72.00,"-100.0",-78.00,-76.00,"-100.0","-100.0",-86.00,"-100.0","-100.0",-83.00,"-100.0","-100.0","-100.0",-67.00,-68.00,-68.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-82.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
"-100.0",-87.00,"-100.0","-100.0","-100.0",-87.00,"-100.0",-81.00,-77.00,"-100.0","-100.0","-100.0",-89.00,"-100.0",-87.00,"-100.0","-100.0","-100.0",-62.00,-61.00,-68.00,-68.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-81.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-89.00,-93.00,"-100.0","-100.0","-100.0",-78.00,"-100.0",-84.00,-89.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-86.00,"-100.0","-100.0","-100.0",-75.00,-75.00,-70.00,-69.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-84.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
-80.00,-85.00,"-100.0","-100.0","-100.0",-83.00,"-100.0",-78.00,-77.00,"-100.0","-100.0","-100.0",-86.00,"-100.0",-78.00,"-100.0","-100.0","-100.0",-57.00,-58.00,-72.00,-71.00,"-100.0","-100.0","-100.0","-100.0","-100.0",-89.00,"-100.0","-100.0","-100.0","-100.0","59376e57-9d03-4b9d-af9b-36d6f617a935"
